date,provider,resource_id,resource_type,service,region,vcpu,memory_gb,cpu_util_percent,cpu_hours,memory_gb_hours,storage_gb,network_gb,is_spot,idle_flag,cost_usd
2025-08-14,azure,azure-001,vm,VirtualMachine,westeurope,4,4,28.088,6.741,0.562,289.221,7.444,False,False,1.9699
2025-08-15,azure,azure-001,vm,VirtualMachine,westeurope,4,4,36.376,8.73,0.867,289.716,11.163,False,False,2.1919
2025-08-16,azure,azure-001,vm,VirtualMachine,westeurope,4,4,19.936,4.785,0.593,291.51,8.929,False,False,1.5633
2025-08-17,azure,azure-001,vm,VirtualMachine,westeurope,4,4,18.343,4.402,0.628,289.461,8.326,False,False,1.2561
2025-08-18,azure,azure-001,vm,VirtualMachine,westeurope,4,4,38.15,9.156,0.959,290.574,9.66,False,False,2.2782
2025-08-19,azure,azure-001,vm,VirtualMachine,westeurope,4,4,32.154,7.717,1.269,295.463,9.061,False,False,2.2339
2025-08-20,azure,azure-001,vm,VirtualMachine,westeurope,4,4,33.38,8.011,0.734,294.594,11.55,False,False,1.9643
2025-08-21,azure,azure-001,vm,VirtualMachine,westeurope,4,4,37.083,8.9,1.619,292.637,8.027,False,False,2.3352
2025-08-22,azure,azure-001,vm,VirtualMachine,westeurope,4,4,35.722,8.573,1.319,294.673,12.197,False,False,2.0751
2025-08-23,azure,azure-001,vm,VirtualMachine,westeurope,4,4,19.459,4.67,0.835,290.179,12.153,False,False,1.7082
2025-08-24,azure,azure-001,vm,VirtualMachine,westeurope,4,4,18.833,4.52,0.785,294.578,13.205,False,False,1.3304
2025-08-25,azure,azure-001,vm,VirtualMachine,westeurope,4,4,33.34,8.002,0.917,295.003,10.627,False,False,1.9788
2025-08-26,azure,azure-001,vm,VirtualMachine,westeurope,4,4,37.677,9.043,1.553,297.311,7.812,False,False,2.1996
2025-08-27,azure,azure-001,vm,VirtualMachine,westeurope,4,4,37.836,9.081,0.899,293.801,13.449,False,False,2.5216
2025-08-28,azure,azure-001,vm,VirtualMachine,westeurope,4,4,34.119,8.188,0.872,295.428,8.711,False,False,1.9535
2025-08-29,azure,azure-001,vm,VirtualMachine,westeurope,4,4,39.519,9.485,1.322,294.184,10.778,False,False,2.5582
2025-08-30,azure,azure-001,vm,VirtualMachine,westeurope,4,4,17.744,4.259,0.618,291.946,14.151,False,False,1.356
2025-08-31,azure,azure-001,vm,VirtualMachine,westeurope,4,4,21.475,5.154,0.574,290.001,15.963,False,False,1.7518
2025-09-01,azure,azure-001,vm,VirtualMachine,westeurope,4,4,38.096,9.143,0.912,297.701,14.396,False,False,2.1724
2025-09-02,azure,azure-001,vm,VirtualMachine,westeurope,4,4,38.102,9.144,1.113,294.06,11.555,False,False,2.5125
2025-09-03,azure,azure-001,vm,VirtualMachine,westeurope,4,4,44.799,10.752,1.562,293.054,14.03,False,False,2.6848
2025-09-04,azure,azure-001,vm,VirtualMachine,westeurope,4,4,37.572,9.017,0.781,293.007,14.157,False,False,2.2893
2025-09-05,azure,azure-001,vm,VirtualMachine,westeurope,4,4,37.729,9.055,1.508,296.893,17.355,False,False,2.2753
2025-09-06,azure,azure-001,vm,VirtualMachine,westeurope,4,4,25.22,6.053,0.771,301.319,9.386,False,False,1.9137
2025-09-07,azure,azure-001,vm,VirtualMachine,westeurope,4,4,19.573,4.698,0.785,296.634,11.54,False,False,1.4927
2025-09-08,azure,azure-001,vm,VirtualMachine,westeurope,4,4,35.825,8.598,1.497,292.333,18.629,False,False,2.1773
2025-09-09,azure,azure-001,vm,VirtualMachine,westeurope,4,4,43.527,10.447,1.392,298.043,13.486,False,False,2.4955
2025-09-10,azure,azure-001,vm,VirtualMachine,westeurope,4,4,38.904,9.337,1.313,297.53,11.28,False,False,2.3805
2025-09-11,azure,azure-001,vm,VirtualMachine,westeurope,4,4,36.817,8.836,1.429,291.447,11.989,False,False,2.4685
2025-09-12,azure,azure-001,vm,VirtualMachine,westeurope,4,4,38.682,9.284,1.072,294.935,18.69,False,False,2.2691
2025-09-13,azure,azure-001,vm,VirtualMachine,westeurope,4,4,24.827,5.958,0.89,302.722,12.503,False,False,1.6163
2025-09-14,azure,azure-001,vm,VirtualMachine,westeurope,4,4,23.547,5.651,0.548,295.212,9.315,False,False,1.6198
2025-09-15,azure,azure-001,vm,VirtualMachine,westeurope,4,4,36.604,8.785,1.476,301.435,14.545,False,False,2.4563
2025-09-16,azure,azure-001,vm,VirtualMachine,westeurope,4,4,35.857,8.606,1.56,305.362,13.372,False,False,2.2314
2025-09-17,azure,azure-001,vm,VirtualMachine,westeurope,4,4,40.093,9.622,1.67,299.598,10.572,False,False,2.3449
2025-09-18,azure,azure-001,vm,VirtualMachine,westeurope,4,4,35.526,8.526,0.855,303.526,10.918,False,False,2.2322
2025-09-19,azure,azure-001,vm,VirtualMachine,westeurope,4,4,38.261,9.183,1.098,299.489,13.349,False,False,2.2036
2025-09-20,azure,azure-001,vm,VirtualMachine,westeurope,4,4,21.256,5.101,0.761,298.028,10.217,False,False,1.6629
2025-09-21,azure,azure-001,vm,VirtualMachine,westeurope,4,4,18.854,4.525,0.683,304.394,9.244,False,False,1.6823
2025-09-22,azure,azure-001,vm,VirtualMachine,westeurope,4,4,33.577,8.059,0.676,297.509,8.83,False,False,1.9939
2025-09-23,azure,azure-001,vm,VirtualMachine,westeurope,4,4,37.726,9.054,1.436,301.581,11.16,False,False,2.1392
2025-09-24,azure,azure-001,vm,VirtualMachine,westeurope,4,4,36.263,8.703,1.416,297.729,17.63,False,False,2.4407
2025-09-25,azure,azure-001,vm,VirtualMachine,westeurope,4,4,37.109,8.906,1.213,303.558,18.145,False,False,2.52
2025-09-26,azure,azure-001,vm,VirtualMachine,westeurope,4,4,30.722,7.373,0.709,300.174,9.713,False,False,1.9436
2025-09-27,azure,azure-001,vm,VirtualMachine,westeurope,4,4,22.209,5.33,0.967,303.724,3.156,False,False,1.4177
2025-09-28,azure,azure-001,vm,VirtualMachine,westeurope,4,4,22.803,5.473,0.663,303.867,6.517,False,False,1.8032
2025-09-29,azure,azure-001,vm,VirtualMachine,westeurope,4,4,30.922,7.421,0.655,298.719,9.58,False,False,2.1679
2025-04-03,azure,azure-002,storage,BlobStorage,eastus,1,8,17.664,4.239,1.051,7.446,9.735,False,False,0.653
2025-04-04,azure,azure-002,storage,BlobStorage,eastus,1,8,18.951,4.548,0.88,10.632,12.075,False,False,0.6858
2025-04-05,azure,azure-002,storage,BlobStorage,eastus,1,8,8.84,2.122,0.444,8.194,11.757,False,False,0.4646
2025-04-06,azure,azure-002,storage,BlobStorage,eastus,1,8,11.248,2.7,0.927,7.22,5.695,False,False,0.4703
2025-04-07,azure,azure-002,storage,BlobStorage,eastus,1,8,21.237,5.097,1.338,14.127,9.033,False,False,0.5546
2025-04-08,azure,azure-002,storage,BlobStorage,eastus,1,8,19.606,4.706,1.11,17.169,16.182,False,False,0.7736
2025-04-09,azure,azure-002,storage,BlobStorage,eastus,1,8,17.835,4.281,1.373,14.141,11.3,False,False,0.6297
2025-04-10,azure,azure-002,storage,BlobStorage,eastus,1,8,18.793,4.51,1.146,13.764,6.499,False,False,0.7197
2025-04-11,azure,azure-002,storage,BlobStorage,eastus,1,8,16.994,4.079,1.103,10.311,6.768,False,False,0.7115
2025-04-12,azure,azure-002,storage,BlobStorage,eastus,1,8,13.634,3.272,0.888,18.215,8.951,False,False,0.4417
2025-04-13,azure,azure-002,storage,BlobStorage,eastus,1,8,10.975,2.634,0.905,13.077,8.442,False,False,0.6884
2025-04-14,azure,azure-002,storage,BlobStorage,eastus,1,8,20.451,4.908,1.128,16.09,12.172,False,False,0.754
2025-04-15,azure,azure-002,storage,BlobStorage,eastus,1,8,20.937,5.025,1.574,9.361,8.135,False,False,0.7529
2025-04-16,azure,azure-002,storage,BlobStorage,eastus,1,8,18.852,4.525,1.624,9.724,9.019,False,False,0.4106
2025-04-17,azure,azure-002,storage,BlobStorage,eastus,1,8,19.808,4.754,1.659,11.124,10.823,False,False,0.7108
2025-04-18,azure,azure-002,storage,BlobStorage,eastus,1,8,16.409,3.938,0.874,19.581,12.044,False,False,0.751
2025-04-19,azure,azure-002,storage,BlobStorage,eastus,1,8,11.952,2.868,0.651,13.866,8.497,False,False,0.4705
2025-04-20,azure,azure-002,storage,BlobStorage,eastus,1,8,9.521,2.285,0.397,17.845,6.316,False,False,0.5418
2025-04-21,azure,azure-002,storage,BlobStorage,eastus,1,8,16.61,3.986,1.118,14.222,8.027,False,False,0.658
2025-04-22,azure,azure-002,storage,BlobStorage,eastus,1,8,13.749,3.3,0.556,13.602,9.018,False,False,0.4024
2025-04-23,azure,azure-002,storage,BlobStorage,eastus,1,8,16.249,3.9,1.061,17.303,12.35,False,False,0.7599
2025-04-24,azure,azure-002,storage,BlobStorage,eastus,1,8,15.458,3.71,0.895,20.335,8.406,False,False,0.488
2025-04-25,azure,azure-002,storage,BlobStorage,eastus,1,8,15.666,3.76,0.918,15.011,10.282,False,False,0.682
2025-04-26,azure,azure-002,storage,BlobStorage,eastus,1,8,8.832,2.12,0.571,16.583,7.945,False,False,0.5739
2025-04-27,azure,azure-002,storage,BlobStorage,eastus,1,8,8.379,2.011,0.711,15.697,5.231,False,False,0.5394
2025-04-28,azure,azure-002,storage,BlobStorage,eastus,1,8,17.483,4.196,1.014,16.393,8.87,False,False,0.6499
2025-04-29,azure,azure-002,storage,BlobStorage,eastus,1,8,15.65,3.756,1.139,16.022,12.02,False,False,0.6625
2025-04-30,azure,azure-002,storage,BlobStorage,eastus,1,8,18.344,4.403,1.541,12.687,6.808,False,False,0.5453
2025-05-01,azure,azure-002,storage,BlobStorage,eastus,1,8,16.476,3.954,1.062,17.247,9.877,False,False,0.4101
2025-05-02,azure,azure-002,storage,BlobStorage,eastus,1,8,18.832,4.52,1.392,15.704,7.997,False,False,0.5277
2025-05-03,azure,azure-002,storage,BlobStorage,eastus,1,8,11.359,2.726,0.775,20.722,6.728,False,False,0.359
2025-05-04,azure,azure-002,storage,BlobStorage,eastus,1,8,9.532,2.288,0.808,18.606,10.432,False,False,0.5896
2025-05-05,azure,azure-002,storage,BlobStorage,eastus,1,8,19.567,4.696,1.552,19.451,12.085,False,False,0.6446
2025-05-06,azure,azure-002,storage,BlobStorage,eastus,1,8,17.525,4.206,0.858,21.217,15.942,False,False,0.4806
2025-05-07,azure,azure-002,storage,BlobStorage,eastus,1,8,21.85,5.244,1.025,24.433,13.574,False,False,0.55
2025-05-08,azure,azure-002,storage,BlobStorage,eastus,1,8,16.063,3.855,1.3,20.724,7.325,False,False,0.6141
2025-05-09,azure,azure-002,storage,BlobStorage,eastus,1,8,16.57,3.977,1.307,18.622,9.913,False,False,0.4111
2025-05-10,azure,azure-002,storage,BlobStorage,eastus,1,8,11.178,2.683,0.455,17.723,8.646,False,False,0.4311
2025-05-11,azure,azure-002,storage,BlobStorage,eastus,1,8,11.096,2.663,0.859,22.508,6.714,False,False,0.5266
2025-05-12,azure,azure-002,storage,BlobStorage,eastus,1,8,22.066,5.296,1.353,24.694,11.078,False,False,0.8017
2025-05-13,azure,azure-002,storage,BlobStorage,eastus,1,8,20.024,4.806,1.63,21.235,7.603,False,False,0.4664
2025-05-14,azure,azure-002,storage,BlobStorage,eastus,1,8,19.469,4.672,1.539,29.018,10.065,False,False,0.6026
2025-05-15,azure,azure-002,storage,BlobStorage,eastus,1,8,16.816,4.036,1.295,20.637,7.422,False,False,0.5035
2025-05-16,azure,azure-002,storage,BlobStorage,eastus,1,8,21.346,5.123,0.855,23.409,8.709,False,False,0.6453
2025-05-17,azure,azure-002,storage,BlobStorage,eastus,1,8,12.054,2.893,0.774,22.456,7.005,False,False,0.6495
2025-05-18,azure,azure-002,storage,BlobStorage,eastus,1,8,10.108,2.426,0.684,24.275,8.12,False,False,0.4831
2025-05-19,azure,azure-002,storage,BlobStorage,eastus,1,8,20.299,4.872,0.867,25.774,15.177,False,False,0.6938
2025-05-20,azure,azure-002,storage,BlobStorage,eastus,1,8,17.905,4.297,1.226,24.981,8.574,False,False,0.7316
2025-05-21,azure,azure-002,storage,BlobStorage,eastus,1,8,17.613,4.227,1.409,27.342,8.841,False,False,0.709
2025-05-22,azure,azure-002,storage,BlobStorage,eastus,1,8,17.09,4.101,0.831,23.023,6.216,False,False,0.494
2025-05-23,azure,azure-002,storage,BlobStorage,eastus,1,8,14.894,3.575,0.806,23.478,10.291,False,False,0.6931
2025-05-24,azure,azure-002,storage,BlobStorage,eastus,1,8,9.129,2.191,0.743,24.328,13.946,False,False,0.6529
2025-05-25,azure,azure-002,storage,BlobStorage,eastus,1,8,9.245,2.219,0.67,25.281,13.61,False,False,0.606
2025-05-26,azure,azure-002,storage,BlobStorage,eastus,1,8,17.113,4.107,0.813,26.989,13.433,False,False,0.7674
2025-05-27,azure,azure-002,storage,BlobStorage,eastus,1,8,15.09,3.622,0.658,29.192,9.606,False,False,0.749
2025-05-28,azure,azure-002,storage,BlobStorage,eastus,1,8,13.813,3.315,1.131,30.36,6.974,False,False,0.3989
2025-05-29,azure,azure-002,storage,BlobStorage,eastus,1,8,18.911,4.539,0.891,23.931,11.852,False,False,0.7299
2025-05-30,azure,azure-002,storage,BlobStorage,eastus,1,8,15.628,3.751,1.106,33.174,9.589,False,False,0.7052
2025-05-31,azure,azure-002,storage,BlobStorage,eastus,1,8,10.728,2.575,0.725,30.352,11.718,False,False,0.6072
2025-06-01,azure,azure-002,storage,BlobStorage,eastus,1,8,10.81,2.594,0.66,26.274,2.281,False,False,0.6358
2025-06-02,azure,azure-002,storage,BlobStorage,eastus,1,8,18.086,4.341,1.043,25.04,6.615,False,False,0.6072
2025-06-03,azure,azure-002,storage,BlobStorage,eastus,1,8,18.473,4.434,0.94,29.993,10.971,False,False,0.7517
2025-06-04,azure,azure-002,storage,BlobStorage,eastus,1,8,16.972,4.073,0.735,25.452,8.878,False,False,0.5956
2025-06-05,azure,azure-002,storage,BlobStorage,eastus,1,8,18.547,4.451,1.372,25.091,7.567,False,False,0.4411
2025-06-06,azure,azure-002,storage,BlobStorage,eastus,1,8,16.63,3.991,1.172,26.321,10.042,False,False,0.7032
2025-06-07,azure,azure-002,storage,BlobStorage,eastus,1,8,12.562,3.015,0.591,29.379,10.207,False,False,0.489
2025-06-08,azure,azure-002,storage,BlobStorage,eastus,1,8,11.81,2.834,0.922,29.887,13.893,False,False,0.6437
2025-06-09,azure,azure-002,storage,BlobStorage,eastus,1,8,16.036,3.849,1.275,31.519,15.229,False,False,0.7226
2025-06-10,azure,azure-002,storage,BlobStorage,eastus,1,8,18.632,4.472,0.925,31.577,12.972,False,False,0.6241
2025-06-11,azure,azure-002,storage,BlobStorage,eastus,1,8,20.605,4.945,1.793,29.477,6.325,False,False,0.5647
2025-06-12,azure,azure-002,storage,BlobStorage,eastus,1,8,19.214,4.611,1.203,32.061,10.739,False,False,0.7878
2025-06-13,azure,azure-002,storage,BlobStorage,eastus,1,8,16.701,4.008,0.912,31.49,10.085,False,False,0.5127
2025-06-14,azure,azure-002,storage,BlobStorage,eastus,1,8,11.528,2.767,0.852,28.043,8.89,False,False,0.7031
2025-06-15,azure,azure-002,storage,BlobStorage,eastus,1,8,10.812,2.595,0.812,31.827,4.948,False,False,0.3071
2025-06-16,azure,azure-002,storage,BlobStorage,eastus,1,8,18.916,4.54,1.226,25.897,12.38,False,False,0.5718
2025-06-17,azure,azure-002,storage,BlobStorage,eastus,1,8,16.781,4.027,1.139,30.902,5.524,False,False,0.4483
2025-06-18,azure,azure-002,storage,BlobStorage,eastus,1,8,15.75,3.78,0.642,38.507,10.291,False,False,0.4822
2025-06-19,azure,azure-002,storage,BlobStorage,eastus,1,8,16.451,3.948,1.12,38.318,7.293,False,False,0.7673
2025-06-20,azure,azure-002,storage,BlobStorage,eastus,1,8,19.44,4.666,1.48,33.842,5.688,False,False,0.7793
2025-06-21,azure,azure-002,storage,BlobStorage,eastus,1,8,8.828,2.119,0.619,37.471,8.67,False,False,0.4388
2025-06-22,azure,azure-002,storage,BlobStorage,eastus,1,8,9.759,2.342,0.656,30.12,9.726,False,False,0.6566
2025-06-23,azure,azure-002,storage,BlobStorage,eastus,1,8,18.381,4.411,1.01,30.163,11.511,False,False,0.5959
2025-06-24,azure,azure-002,storage,BlobStorage,eastus,1,8,15.602,3.745,1.231,36.015,11.285,False,False,0.5198
2025-06-25,azure,azure-002,storage,BlobStorage,eastus,1,8,15.429,3.703,1.102,31.854,14.287,False,False,0.6292
2025-06-26,azure,azure-002,storage,BlobStorage,eastus,1,8,17.236,4.137,0.954,34.824,8.98,False,False,0.6763
2025-06-27,azure,azure-002,storage,BlobStorage,eastus,1,8,14.59,3.502,1.072,34.362,4.978,False,False,0.6383
2025-06-28,azure,azure-002,storage,BlobStorage,eastus,1,8,9.483,2.276,0.582,37.666,9.413,False,False,0.5239
2025-06-29,azure,azure-002,storage,BlobStorage,eastus,1,8,10.64,2.554,0.888,34.23,12.459,False,False,0.5014
2025-06-30,azure,azure-002,storage,BlobStorage,eastus,1,8,18.45,4.428,1.623,35.668,10.177,False,False,0.4384
2025-07-01,azure,azure-002,storage,BlobStorage,eastus,1,8,20.351,4.884,1.495,41.452,6.535,False,False,0.6665
2025-07-02,azure,azure-002,storage,BlobStorage,eastus,1,8,19.23,4.615,0.791,36.912,8.396,False,False,0.7116
2025-07-03,azure,azure-002,storage,BlobStorage,eastus,1,8,21.35,5.124,1.546,35.962,9.264,False,False,0.7482
2025-07-04,azure,azure-002,storage,BlobStorage,eastus,1,8,18.441,4.426,0.956,32.794,15.346,False,False,0.6157
2025-07-05,azure,azure-002,storage,BlobStorage,eastus,1,8,11.778,2.827,0.812,34.918,13.835,False,False,0.4472
2025-07-06,azure,azure-002,storage,BlobStorage,eastus,1,8,9.573,2.297,0.76,38.957,17.842,False,False,0.7101
2025-07-07,azure,azure-002,storage,BlobStorage,eastus,1,8,20.73,4.975,1.087,43.344,10.48,False,False,0.6791
2025-07-08,azure,azure-002,storage,BlobStorage,eastus,1,8,19.31,4.634,0.853,37.286,6.297,False,False,0.6676
2025-07-09,azure,azure-002,storage,BlobStorage,eastus,1,8,21.522,5.165,1.078,38.188,11.185,False,False,0.838
2025-07-10,azure,azure-002,storage,BlobStorage,eastus,1,8,20.733,4.976,0.896,42.122,11.796,False,False,0.53
2025-07-11,azure,azure-002,storage,BlobStorage,eastus,1,8,19.02,4.565,0.903,34.511,11.468,False,False,0.5411
2025-07-12,azure,azure-002,storage,BlobStorage,eastus,1,8,9.247,2.219,0.432,43.382,3.337,False,False,0.5675
2025-07-13,azure,azure-002,storage,BlobStorage,eastus,1,8,12.079,2.899,0.543,37.113,16.342,False,False,0.5909
2025-07-14,azure,azure-002,storage,BlobStorage,eastus,1,8,18.203,4.369,1.323,43.295,10.71,False,False,0.603
2025-07-15,azure,azure-002,storage,BlobStorage,eastus,1,8,19.906,4.778,1.053,41.47,11.838,False,False,0.7382
2025-07-16,azure,azure-002,storage,BlobStorage,eastus,1,8,20.496,4.919,1.522,40.459,12.646,False,False,0.6577
2025-07-17,azure,azure-002,storage,BlobStorage,eastus,1,8,15.186,3.645,0.612,40.737,10.987,False,False,0.6159
2025-07-18,azure,azure-002,storage,BlobStorage,eastus,1,8,15.454,3.709,0.972,37.967,11.638,False,False,0.5132
2025-07-19,azure,azure-002,storage,BlobStorage,eastus,1,8,8.883,2.132,0.4,36.561,5.01,False,False,0.3544
2025-07-20,azure,azure-002,storage,BlobStorage,eastus,1,8,9.473,2.274,0.795,43.353,9.049,False,False,0.7185
2025-07-21,azure,azure-002,storage,BlobStorage,eastus,1,8,16.784,4.028,0.919,37.425,9.18,False,False,0.6994
2025-07-22,azure,azure-002,storage,BlobStorage,eastus,1,8,14.621,3.509,0.658,42.871,7.59,False,False,0.4289
2025-07-23,azure,azure-002,storage,BlobStorage,eastus,1,8,17.573,4.218,1.124,41.401,13.021,False,False,0.5692
2025-07-24,azure,azure-002,storage,BlobStorage,eastus,1,8,15.803,3.793,1.1,44.314,9.85,False,False,0.4675
2025-07-25,azure,azure-002,storage,BlobStorage,eastus,1,8,15.513,3.723,1.327,46.695,11.761,False,False,0.5222
2025-07-26,azure,azure-002,storage,BlobStorage,eastus,1,8,10.333,2.48,0.861,43.621,9.409,False,False,0.5096
2025-07-27,azure,azure-002,storage,BlobStorage,eastus,1,8,9.253,2.221,0.717,45.4,17.49,False,False,0.654
2025-07-28,azure,azure-002,storage,BlobStorage,eastus,1,8,16.578,3.979,1.453,42.041,10.521,False,False,0.5418
2025-07-29,azure,azure-002,storage,BlobStorage,eastus,1,8,15.453,3.709,1.019,50.494,15.51,False,False,0.81
2025-07-30,azure,azure-002,storage,BlobStorage,eastus,1,8,17.889,4.293,0.725,38.129,8.386,False,False,0.7393
2025-07-31,azure,azure-002,storage,BlobStorage,eastus,1,8,19.071,4.577,1.006,45.574,10.406,False,False,0.6572
2025-08-01,azure,azure-002,storage,BlobStorage,eastus,1,8,18.181,4.363,0.85,41.538,16.256,False,False,0.5225
2025-08-02,azure,azure-002,storage,BlobStorage,eastus,1,8,9.229,2.215,0.546,43.179,7.848,False,False,0.5603
2025-08-03,azure,azure-002,storage,BlobStorage,eastus,1,8,12.87,3.089,0.613,50.213,7.552,False,False,0.5776
2025-08-04,azure,azure-002,storage,BlobStorage,eastus,1,8,17.765,4.264,1.104,50.195,8.471,False,False,0.461
2025-08-05,azure,azure-002,storage,BlobStorage,eastus,1,8,18.149,4.356,1.48,51.022,9.851,False,False,0.5763
2025-08-06,azure,azure-002,storage,BlobStorage,eastus,1,8,18.264,4.383,1.601,49.312,17.066,False,False,0.5757
2025-08-07,azure,azure-002,storage,BlobStorage,eastus,1,8,17.635,4.232,0.887,47.401,10.671,False,False,0.5756
2025-08-08,azure,azure-002,storage,BlobStorage,eastus,1,8,16.325,3.918,1.01,46.622,7.547,False,False,0.4234
2025-08-09,azure,azure-002,storage,BlobStorage,eastus,1,8,11.371,2.729,0.868,48.981,9.176,False,False,0.4768
2025-08-10,azure,azure-002,storage,BlobStorage,eastus,1,8,9.029,2.167,0.663,47.252,12.551,False,False,0.464
2025-08-11,azure,azure-002,storage,BlobStorage,eastus,1,8,17.59,4.222,1.244,50.798,11.119,False,False,0.654
2025-08-12,azure,azure-002,storage,BlobStorage,eastus,1,8,17.821,4.277,0.81,47.129,16.483,False,False,0.5881
2025-08-13,azure,azure-002,storage,BlobStorage,eastus,1,8,18.831,4.519,0.836,42.968,10.788,False,False,0.4924
2025-08-14,azure,azure-002,storage,BlobStorage,eastus,1,8,19.312,4.635,1.535,52.635,5.451,False,False,0.5231
2025-08-15,azure,azure-002,storage,BlobStorage,eastus,1,8,20.053,4.813,1.334,53.069,8.087,False,False,0.6001
2025-08-16,azure,azure-002,storage,BlobStorage,eastus,1,8,9.618,2.308,0.452,54.296,6.888,False,False,0.6558
2025-08-17,azure,azure-002,storage,BlobStorage,eastus,1,8,9.097,2.183,0.727,48.627,9.586,False,False,0.3502
2025-08-18,azure,azure-002,storage,BlobStorage,eastus,1,8,18.849,4.524,1.383,55.845,15.555,False,False,0.6627
2025-08-19,azure,azure-002,storage,BlobStorage,eastus,1,8,16.185,3.884,1.173,56.065,5.435,False,False,0.6241
2025-08-20,azure,azure-002,storage,BlobStorage,eastus,1,8,16.85,4.044,1.27,51.479,11.278,False,False,0.4686
2025-08-21,azure,azure-002,storage,BlobStorage,eastus,1,8,15.005,3.601,1.202,50.869,10.371,False,False,0.4879
2025-08-22,azure,azure-002,storage,BlobStorage,eastus,1,8,17.992,4.318,0.829,52.87,18.309,False,False,0.8047
2025-08-23,azure,azure-002,storage,BlobStorage,eastus,1,8,8.683,2.084,0.356,47.711,6.272,False,False,0.6689
2025-08-24,azure,azure-002,storage,BlobStorage,eastus,1,8,11.234,2.696,0.795,48.404,8.343,False,False,0.712
2025-08-25,azure,azure-002,storage,BlobStorage,eastus,1,8,16.556,3.974,1.086,54.622,11.911,False,False,0.5306
2025-08-26,azure,azure-002,storage,BlobStorage,eastus,1,8,15.703,3.769,0.815,52.217,9.22,False,False,0.7919
2025-08-27,azure,azure-002,storage,BlobStorage,eastus,1,8,19.433,4.664,1.668,57.493,11.07,False,False,0.6653
2025-08-28,azure,azure-002,storage,BlobStorage,eastus,1,8,21.238,5.097,0.913,48.744,9.361,False,False,0.5783
2025-08-29,azure,azure-002,storage,BlobStorage,eastus,1,8,16.094,3.863,0.917,51.019,10.753,False,False,0.8214
2025-08-30,azure,azure-002,storage,BlobStorage,eastus,1,8,11.012,2.643,0.964,52.385,4.181,False,False,0.6933
2025-08-31,azure,azure-002,storage,BlobStorage,eastus,1,8,9.128,2.191,0.667,56.483,8.401,False,False,0.4263
2025-09-01,azure,azure-002,storage,BlobStorage,eastus,1,8,16.335,3.92,0.845,53.771,9.638,False,False,0.4578
2025-09-02,azure,azure-002,storage,BlobStorage,eastus,1,8,19.062,4.575,0.895,55.66,10.038,False,False,0.6835
2025-09-03,azure,azure-002,storage,BlobStorage,eastus,1,8,17.33,4.159,0.938,53.912,5.217,False,False,0.5153
2025-09-04,azure,azure-002,storage,BlobStorage,eastus,1,8,20.668,4.96,1.654,54.425,7.213,False,False,0.6285
2025-09-05,azure,azure-002,storage,BlobStorage,eastus,1,8,21.379,5.131,1.16,55.11,8.183,False,False,0.6962
2025-09-06,azure,azure-002,storage,BlobStorage,eastus,1,8,10.975,2.634,0.622,60.06,16.726,False,False,0.7425
2025-09-07,azure,azure-002,storage,BlobStorage,eastus,1,8,10.994,2.638,0.612,51.769,14.425,False,False,0.6978
2025-09-08,azure,azure-002,storage,BlobStorage,eastus,1,8,18.782,4.508,1.135,55.292,10.986,False,False,0.8505
2025-09-09,azure,azure-002,storage,BlobStorage,eastus,1,8,21.58,5.179,0.97,50.655,7.051,False,False,0.6909
2025-09-10,azure,azure-002,storage,BlobStorage,eastus,1,8,20.365,4.888,1.47,59.13,11.892,False,False,0.6475
2025-09-11,azure,azure-002,storage,BlobStorage,eastus,1,8,19.623,4.709,1.569,58.25,12.948,False,False,0.7874
2025-09-12,azure,azure-002,storage,BlobStorage,eastus,1,8,17.026,4.086,1.16,57.447,9.828,False,False,0.7849
2025-09-13,azure,azure-002,storage,BlobStorage,eastus,1,8,9.413,2.259,0.415,59.158,9.089,False,False,0.4802
2025-09-14,azure,azure-002,storage,BlobStorage,eastus,1,8,8.814,2.115,0.389,54.562,9.095,False,False,0.7258
2025-09-15,azure,azure-002,storage,BlobStorage,eastus,1,8,15.444,3.706,1.23,59.564,7.414,False,False,0.6885
2025-09-16,azure,azure-002,storage,BlobStorage,eastus,1,8,19.449,4.668,1.205,62.161,10.044,False,False,0.7277
2025-09-17,azure,azure-002,storage,BlobStorage,eastus,1,8,15.022,3.605,1.04,63.084,8.069,False,False,0.5657
2025-09-18,azure,azure-002,storage,BlobStorage,eastus,1,8,16.711,4.011,1.125,56.416,12.863,False,False,0.5757
2025-09-19,azure,azure-002,storage,BlobStorage,eastus,1,8,16.508,3.962,1.184,59.951,7.702,False,False,0.7077
2025-09-20,azure,azure-002,storage,BlobStorage,eastus,1,8,10.03,2.407,0.475,56.783,10.408,False,False,0.6354
2025-09-21,azure,azure-002,storage,BlobStorage,eastus,1,8,8.595,2.063,0.391,61.225,10.321,False,False,0.4012
2025-09-22,azure,azure-002,storage,BlobStorage,eastus,1,8,15.383,3.692,0.682,60.223,10.305,False,False,0.5808
2025-09-23,azure,azure-002,storage,BlobStorage,eastus,1,8,18.543,4.45,1.588,58.654,9.188,False,False,0.5565
2025-09-24,azure,azure-002,storage,BlobStorage,eastus,1,8,16.275,3.906,0.879,57.363,16.594,False,False,0.8062
2025-09-25,azure,azure-002,storage,BlobStorage,eastus,1,8,16.764,4.023,1.242,61.64,9.743,False,False,0.653
